method,detail,time,max_rel,p99_rel,mae,max_abs
direct polynomial,"d1, degree=5",0.200000,25.5597609288,25.4116595165,0.1954680728,0.6983267887
log polynomial,"d1, degree=5",0.200000,0.0040253624,0.0031487554,0.0341209232,0.3535562990
direct polynomial,"d1, degree=7",0.200000,9.6368429211,3.9570588775,0.0444415691,0.1555037943
log polynomial,"d1, degree=7",0.200000,0.0022655752,0.0014556590,0.0128445532,0.1989903821
direct polynomial,"d1, degree=9",0.200000,1.0774275246,1.0355436355,0.0108633379,0.0369263475
log polynomial,"d1, degree=9",0.200000,0.0042277110,0.0041902510,0.0132406014,0.1501874478
direct polynomial,"d1, degree=11",0.200000,0.3975167380,0.2588674340,0.0060543075,0.0248802587
log polynomial,"d1, degree=11",0.200000,0.0047259027,0.0043985385,0.0124097658,0.1387221326
direct Chebyshev,"d1, degree=5",0.200000,25.5597614633,25.4116600231,0.1954680731,0.6983268207
log Chebyshev,"d1, degree=5",0.200000,0.0040253599,0.0031487552,0.0341209249,0.3535560839
direct Chebyshev,"d1, degree=7",0.200000,9.6368451828,3.9570605341,0.0444415701,0.1555037521
log Chebyshev,"d1, degree=7",0.200000,0.0022655790,0.0014556596,0.0128445581,0.1989907116
direct Chebyshev,"d1, degree=9",0.200000,1.0774286667,1.0355446658,0.0108633382,0.0369263908
log Chebyshev,"d1, degree=9",0.200000,0.0042277116,0.0041902517,0.0132405939,0.1501876926
direct Chebyshev,"d1, degree=11",0.200000,0.3975193377,0.2588682988,0.0060543087,0.0248802547
log Chebyshev,"d1, degree=11",0.200000,0.0047259032,0.0043985390,0.0124097716,0.1387225049
direct Chebyshev,"d1, degree=13",0.200000,0.0559582278,0.0542775983,0.0053561980,0.0246176506
log Chebyshev,"d1, degree=13",0.200000,0.0040887163,0.0038290922,0.0068258931,0.0392351113
direct Chebyshev,"d1, degree=15",0.200000,0.1872101256,0.1726576243,0.0059875513,0.0236871160
log Chebyshev,"d1, degree=15",0.200000,0.0043787018,0.0041196371,0.0065015287,0.0431921475
direct Chebyshev,"d1, degree=18",0.200000,0.2052845226,0.1768771092,0.0063469435,0.0256194587
log Chebyshev,"d1, degree=18",0.200000,0.0054633154,0.0050438635,0.0066581298,0.0413544054
direct Chebyshev,"d1, degree=22",0.200000,0.0785290978,0.0422047521,0.0059656396,0.0281975492
log Chebyshev,"d1, degree=22",0.200000,0.0057353615,0.0052668760,0.0066658192,0.0571184050
log cosine Fourier,"d1, order=3",0.200000,69.0416632495,65.1794543170,19.3882653870,87.6345075492
log full Fourier,"d1, order=3",0.200000,19.7458938928,9.5155319313,16.9893692958,121.1479802415
log cosine Fourier,"d1, order=5",0.200000,78.4216756738,73.7707751831,19.3864447106,87.6627968670
log full Fourier,"d1, order=5",0.200000,16.9169621193,4.9218347516,13.6931704509,142.1070161491
log cosine Fourier,"d1, order=7",0.200000,74.8119791557,70.7365159966,19.3861337844,87.6743867904
log full Fourier,"d1, order=7",0.200000,15.7579697776,2.7856335006,11.4655432390,151.5687311017
log cosine Fourier,"d1, order=9",0.200000,72.7044023523,68.4089678074,19.3860801149,87.6807078083
log full Fourier,"d1, order=9",0.200000,15.1258679844,2.0779554071,9.8920267019,156.0227597474
log cosine Fourier,"d1, order=11",0.200000,74.4044995133,70.3071694145,19.3860433593,87.6845936250
log full Fourier,"d1, order=11",0.200000,14.7372863125,2.0126982869,8.6833223194,158.1319179668
log cosine Fourier,"d1, order=14",0.200000,74.5896574653,70.1520436019,19.3859972317,87.6883402009
log full Fourier,"d1, order=14",0.200000,14.3626287230,1.8623067732,7.3166767952,156.1792735405
log cosine Fourier,"d1, order=18",0.200000,74.1430440572,69.9356726130,19.3859746951,87.6913289312
log full Fourier,"d1, order=18",0.200000,14.0637556921,1.7537410255,6.0204221993,151.5789056616
direct B-spline,"d1, knots=6",0.200000,0.2139774201,0.2114042594,0.0101119792,0.0245876960
log B-spline,"d1, knots=6",0.200000,0.0033431800,0.0033215990,0.0045723457,0.0271918810
direct B-spline,"d1, knots=8",0.200000,0.0484101266,0.0460738100,0.0058998516,0.0288893951
log B-spline,"d1, knots=8",0.200000,0.0056954903,0.0055424105,0.0068431317,0.0380968570
direct B-spline,"d1, knots=10",0.200000,0.0272470209,0.0260612164,0.0058091252,0.0221495696
log B-spline,"d1, knots=10",0.200000,0.0053543005,0.0050425840,0.0053800603,0.0257587548
direct B-spline,"d1, knots=12",0.200000,0.0168962372,0.0158955333,0.0054783391,0.0253390097
log B-spline,"d1, knots=12",0.200000,0.0044700088,0.0042162446,0.0052687341,0.0275700205
direct B-spline,"d1, knots=16",0.200000,0.0077493633,0.0070005992,0.0058169685,0.0280450800
log B-spline,"d1, knots=16",0.200000,0.0048485725,0.0045565579,0.0060499251,0.0304434369
direct B-spline,"d1, knots=20",0.200000,0.0062203136,0.0059133067,0.0058939736,0.0280899913
log B-spline,"d1, knots=20",0.200000,0.0053255472,0.0049853092,0.0058941280,0.0297910416
direct B-spline,"d1, knots=28",0.200000,0.0072982096,0.0068207430,0.0067348269,0.0370265858
log B-spline,"d1, knots=28",0.200000,0.0047524171,0.0044342565,0.0066014462,0.0359207931
direct natural cubic,"d1, knots=6",0.200000,0.7012742816,0.6938038482,0.0307131349,0.3087167005
log natural cubic,"d1, knots=6",0.200000,0.1334981755,0.1303535128,0.1674449469,0.5580194695
direct natural cubic,"d1, knots=10",0.200000,0.1624304083,0.1594330023,0.0101401751,0.1177054906
log natural cubic,"d1, knots=10",0.200000,0.0472669716,0.0465544492,0.0175594898,0.0764729630
direct natural cubic,"d1, knots=14",0.200000,0.0637353357,0.0620280173,0.0074595706,0.0575151634
log natural cubic,"d1, knots=14",0.200000,0.0280314088,0.0269303526,0.0076363620,0.0564682249
direct natural cubic,"d1, knots=18",0.200000,0.0241094109,0.0231057687,0.0065880882,0.0375885489
log natural cubic,"d1, knots=18",0.200000,0.0114875599,0.0111486908,0.0063684079,0.0340326872
direct PCHIP,d1,0.200000,0.0137752513,0.0094135375,0.0135828635,0.1023016255
log PCHIP,d1,0.200000,0.0137466269,0.0093235055,0.0135969740,0.1023169413
direct LOESS,"d1, frac=0.14",0.200000,0.0136439075,0.0120125902,0.0062288594,0.0381873771
log LOESS,"d1, frac=0.14",0.200000,0.0050477201,0.0046470560,0.0060157395,0.0401389272
direct LOESS,"d1, frac=0.22",0.200000,0.1460197220,0.1130675958,0.0055729908,0.0250594052
log LOESS,"d1, frac=0.22",0.200000,0.0050548482,0.0047458029,0.0071898809,0.0796540751
direct LOESS,"d1, frac=0.35",0.200000,2.1313159066,1.3860796370,0.0081647947,0.0295324325
log LOESS,"d1, frac=0.35",0.200000,0.0052631966,0.0032977019,0.0303079846,0.4622779647
direct polynomial,"logm, degree=5",0.200000,25.5598766824,25.4117726578,0.1954681114,0.6983220522
log polynomial,"logm, degree=5",0.200000,0.0040254284,0.0031487499,0.0341214970,0.3535620972
direct polynomial,"logm, degree=7",0.200000,9.6421282815,3.9589514357,0.0444426086,0.1553875030
log polynomial,"logm, degree=7",0.200000,0.0022651906,0.0014558970,0.0128442278,0.1989565939
direct polynomial,"logm, degree=9",0.200000,1.1696959236,1.1222394153,0.0109454513,0.0348851553
log polynomial,"logm, degree=9",0.200000,0.0041714970,0.0041403953,0.0125194915,0.1399828739
direct polynomial,"logm, degree=11",0.200000,0.4536917517,0.4186657846,0.0079074382,0.0302110530
log polynomial,"logm, degree=11",0.200000,0.0047419001,0.0045674421,0.0042404291,0.0153839674
direct Chebyshev,"logm, degree=5",0.200000,25.5597614633,25.4116600230,0.1954680731,0.6983268207
log Chebyshev,"logm, degree=5",0.200000,0.0040253599,0.0031487552,0.0341209249,0.3535560839
direct Chebyshev,"logm, degree=7",0.200000,9.6368451828,3.9570605341,0.0444415701,0.1555037521
log Chebyshev,"logm, degree=7",0.200000,0.0022655790,0.0014556596,0.0128445581,0.1989907116
direct Chebyshev,"logm, degree=9",0.200000,1.0774286667,1.0355446658,0.0108633382,0.0369263908
log Chebyshev,"logm, degree=9",0.200000,0.0042277116,0.0041902517,0.0132405939,0.1501876926
direct Chebyshev,"logm, degree=11",0.200000,0.3975193377,0.2588682988,0.0060543087,0.0248802547
log Chebyshev,"logm, degree=11",0.200000,0.0047259032,0.0043985390,0.0124097716,0.1387225049
direct Chebyshev,"logm, degree=13",0.200000,0.0559582278,0.0542775983,0.0053561980,0.0246176506
log Chebyshev,"logm, degree=13",0.200000,0.0040887163,0.0038290922,0.0068258931,0.0392351113
direct Chebyshev,"logm, degree=15",0.200000,0.1872101256,0.1726576243,0.0059875513,0.0236871160
log Chebyshev,"logm, degree=15",0.200000,0.0043787018,0.0041196371,0.0065015287,0.0431921475
direct Chebyshev,"logm, degree=18",0.200000,0.2052845226,0.1768771092,0.0063469435,0.0256194587
log Chebyshev,"logm, degree=18",0.200000,0.0054633154,0.0050438635,0.0066581298,0.0413544054
direct Chebyshev,"logm, degree=22",0.200000,0.0785290978,0.0422047521,0.0059656396,0.0281975492
log Chebyshev,"logm, degree=22",0.200000,0.0057353615,0.0052668760,0.0066658192,0.0571184050
log cosine Fourier,"logm, order=3",0.200000,69.0416632495,65.1794543170,19.3882653870,87.6345075492
log full Fourier,"logm, order=3",0.200000,19.7458938928,9.5155319313,16.9893692958,121.1479802415
log cosine Fourier,"logm, order=5",0.200000,78.4216756738,73.7707751831,19.3864447106,87.6627968670
log full Fourier,"logm, order=5",0.200000,16.9169621193,4.9218347516,13.6931704509,142.1070161491
log cosine Fourier,"logm, order=7",0.200000,74.8119791557,70.7365159966,19.3861337844,87.6743867904
log full Fourier,"logm, order=7",0.200000,15.7579697776,2.7856335006,11.4655432390,151.5687311017
log cosine Fourier,"logm, order=9",0.200000,72.7044023523,68.4089678074,19.3860801149,87.6807078083
log full Fourier,"logm, order=9",0.200000,15.1258679844,2.0779554071,9.8920267019,156.0227597474
log cosine Fourier,"logm, order=11",0.200000,74.4044995133,70.3071694145,19.3860433593,87.6845936250
log full Fourier,"logm, order=11",0.200000,14.7372863125,2.0126982869,8.6833223194,158.1319179668
log cosine Fourier,"logm, order=14",0.200000,74.5896574653,70.1520436019,19.3859972317,87.6883402009
log full Fourier,"logm, order=14",0.200000,14.3626287230,1.8623067732,7.3166767952,156.1792735405
log cosine Fourier,"logm, order=18",0.200000,74.1430440572,69.9356726130,19.3859746951,87.6913289312
log full Fourier,"logm, order=18",0.200000,14.0637556921,1.7537410255,6.0204221993,151.5789056616
direct B-spline,"logm, knots=6",0.200000,0.2139774201,0.2114042594,0.0101119792,0.0245876960
log B-spline,"logm, knots=6",0.200000,0.0033431800,0.0033215990,0.0045723457,0.0271918810
direct B-spline,"logm, knots=8",0.200000,0.0484101266,0.0460738100,0.0058998516,0.0288893951
log B-spline,"logm, knots=8",0.200000,0.0056954903,0.0055424105,0.0068431317,0.0380968570
direct B-spline,"logm, knots=10",0.200000,0.0272470209,0.0260612164,0.0058091252,0.0221495696
log B-spline,"logm, knots=10",0.200000,0.0053543005,0.0050425840,0.0053800603,0.0257587548
direct B-spline,"logm, knots=12",0.200000,0.0168962372,0.0158955333,0.0054783391,0.0253390097
log B-spline,"logm, knots=12",0.200000,0.0044700088,0.0042162446,0.0052687341,0.0275700205
direct B-spline,"logm, knots=16",0.200000,0.0077493633,0.0070005992,0.0058169685,0.0280450800
log B-spline,"logm, knots=16",0.200000,0.0048485725,0.0045565579,0.0060499251,0.0304434369
direct B-spline,"logm, knots=20",0.200000,0.0062203136,0.0059133067,0.0058939736,0.0280899913
log B-spline,"logm, knots=20",0.200000,0.0053255472,0.0049853092,0.0058941280,0.0297910416
direct B-spline,"logm, knots=28",0.200000,0.0072982096,0.0068207430,0.0067348269,0.0370265858
log B-spline,"logm, knots=28",0.200000,0.0047524171,0.0044342565,0.0066014462,0.0359207931
direct natural cubic,"logm, knots=6",0.200000,0.7013019629,0.6938120922,0.0307118949,0.3087312340
log natural cubic,"logm, knots=6",0.200000,0.1335039438,0.1303606438,0.1673083948,0.5572207076
direct natural cubic,"logm, knots=10",0.200000,0.1628244501,0.1597244397,0.0101415237,0.1177252667
log natural cubic,"logm, knots=10",0.200000,0.0471016500,0.0464390591,0.0170911196,0.0780927387
direct natural cubic,"logm, knots=14",0.200000,0.0639827290,0.0621465811,0.0074517452,0.0576561865
log natural cubic,"logm, knots=14",0.200000,0.0271606897,0.0260146177,0.0072659774,0.0572434831
direct natural cubic,"logm, knots=18",0.200000,0.0291385519,0.0279089581,0.0064823672,0.0375021718
log natural cubic,"logm, knots=18",0.200000,0.0123647336,0.0118432956,0.0062235444,0.0320493402
direct PCHIP,logm,0.200000,0.0137752513,0.0094135375,0.0135828635,0.1023016255
log PCHIP,logm,0.200000,0.0137466269,0.0093235055,0.0135969740,0.1023169413
direct LOESS,"logm, frac=0.14",0.200000,0.0136436447,0.0120125112,0.0062288651,0.0381879750
log LOESS,"logm, frac=0.14",0.200000,0.0050476170,0.0046469530,0.0060156855,0.0401377124
direct LOESS,"logm, frac=0.22",0.200000,0.1460195304,0.1130675958,0.0055730035,0.0250595647
log LOESS,"logm, frac=0.22",0.200000,0.0050548231,0.0047457764,0.0071898440,0.0796538118
direct LOESS,"logm, frac=0.35",0.200000,2.1313156841,1.3860794706,0.0081648046,0.0295325397
log LOESS,"logm, frac=0.35",0.200000,0.0052631957,0.0032977015,0.0303079754,0.4622778800
direct polynomial,"spot, degree=5",0.200000,12.8054183632,12.7333782810,0.1131816575,0.4043437080
log polynomial,"spot, degree=5",0.200000,0.0464138880,0.0246524083,0.2949748740,4.0766323419
direct polynomial,"spot, degree=7",0.200000,5.1146640739,5.0817731037,0.0478693882,0.1680384295
log polynomial,"spot, degree=7",0.200000,0.0044240371,0.0030989415,0.0307729644,0.3885727642
direct polynomial,"spot, degree=9",0.200000,4.0533420685,1.8159426858,0.0138290336,0.0405334207
log polynomial,"spot, degree=9",0.200000,0.0015034923,0.0014981165,0.0081375517,0.0765010143
direct polynomial,"spot, degree=11",0.200000,2.2068452967,0.9884205311,0.0097615915,0.0239880571
log polynomial,"spot, degree=11",0.200000,0.0019733133,0.0019662100,0.0063706838,0.0376676004
direct Chebyshev,"spot, degree=5",0.200000,12.8055469890,12.7335360165,0.1131813377,0.4043517285
log Chebyshev,"spot, degree=5",0.200000,0.0464145024,0.0246527269,0.2949787022,4.0766863077
direct Chebyshev,"spot, degree=7",0.200000,5.1087729453,5.0758694889,0.0478641544,0.1681930508
log Chebyshev,"spot, degree=7",0.200000,0.0044278023,0.0031014434,0.0307984462,0.3889034676
direct Chebyshev,"spot, degree=9",0.200000,4.1714040877,1.8887903457,0.0137384367,0.0417140409
log Chebyshev,"spot, degree=9",0.200000,0.0015018240,0.0014976953,0.0081888605,0.0772774061
direct Chebyshev,"spot, degree=11",0.200000,0.2694030945,0.2603318299,0.0060893610,0.0220248798
log Chebyshev,"spot, degree=11",0.200000,0.0030313455,0.0030171715,0.0109752077,0.1014252007
direct Chebyshev,"spot, degree=13",0.200000,0.3096792284,0.2958680325,0.0060048701,0.0232108298
log Chebyshev,"spot, degree=13",0.200000,0.0044783802,0.0044424736,0.0159288208,0.1670517943
direct Chebyshev,"spot, degree=15",0.200000,0.1675827352,0.1046974048,0.0062518957,0.0258231248
log Chebyshev,"spot, degree=15",0.200000,0.0050890550,0.0047393291,0.0118396241,0.1052389608
direct Chebyshev,"spot, degree=18",0.200000,0.0390414076,0.0313030128,0.0059575750,0.0278517796
log Chebyshev,"spot, degree=18",0.200000,0.0044526081,0.0041864289,0.0061062830,0.0295723071
direct Chebyshev,"spot, degree=22",0.200000,0.2428213108,0.2136001817,0.0063892322,0.0257727057
log Chebyshev,"spot, degree=22",0.200000,0.0048413332,0.0045153568,0.0086944245,0.1594639978
log cosine Fourier,"spot, order=3",0.200000,4.9764276174,4.9691667016,16.6245038485,87.8152007516
log full Fourier,"spot, order=3",0.200000,4.7933408383,3.6652961363,17.7842807982,188.9292250325
log cosine Fourier,"spot, order=5",0.200000,6.8278482081,6.8191593237,16.4825670576,87.8216027933
log full Fourier,"spot, order=5",0.200000,3.5059724881,2.8814268570,13.7179168934,218.0450468215
log cosine Fourier,"spot, order=7",0.200000,7.9801570983,7.9722165817,16.4613634899,87.8234470833
log full Fourier,"spot, order=7",0.200000,3.1031629337,2.6840108993,11.1972044863,230.5202319488
log cosine Fourier,"spot, order=9",0.200000,8.6085434697,8.4362333426,16.4568279588,87.8241504511
log full Fourier,"spot, order=9",0.200000,2.9549930074,2.4368688244,9.4710938954,235.0211453978
log cosine Fourier,"spot, order=11",0.200000,8.6020668642,8.3671858245,16.4559214084,87.8243993375
log full Fourier,"spot, order=11",0.200000,2.9138364596,2.2919565781,8.1769844901,236.3342242108
log cosine Fourier,"spot, order=14",0.200000,8.6479821059,8.3980048248,16.4559426802,87.8243780001
log full Fourier,"spot, order=14",0.200000,2.9278573033,2.1602076582,6.7444969160,231.2616938211
log cosine Fourier,"spot, order=18",0.200000,8.7782212043,8.3314240131,16.4563854093,87.8240226439
log full Fourier,"spot, order=18",0.200000,3.0435912605,1.4030682622,5.3865680058,218.0832662203
direct B-spline,"spot, knots=6",0.200000,0.4551385561,0.4475841702,0.0104261745,0.0291004274
log B-spline,"spot, knots=6",0.200000,0.0042426194,0.0042007133,0.0054696548,0.0289661229
direct B-spline,"spot, knots=8",0.200000,0.6622408177,0.4174707100,0.0080846123,0.0243480557
log B-spline,"spot, knots=8",0.200000,0.0023380715,0.0022367081,0.0052089225,0.0232703441
direct B-spline,"spot, knots=10",0.200000,0.1718386600,0.1684137313,0.0063999109,0.0279134404
log B-spline,"spot, knots=10",0.200000,0.0019219469,0.0019074882,0.0054500155,0.0292619463
direct B-spline,"spot, knots=12",0.200000,0.1050415952,0.0976492460,0.0060448711,0.0313979264
log B-spline,"spot, knots=12",0.200000,0.0031601176,0.0031396033,0.0060631852,0.0288450307
direct B-spline,"spot, knots=16",0.200000,0.0208545627,0.0198507611,0.0064042219,0.0322558965
log B-spline,"spot, knots=16",0.200000,0.0062950351,0.0061197234,0.0062320507,0.0305062716
direct B-spline,"spot, knots=20",0.200000,0.0283682175,0.0268283712,0.0061227218,0.0323432085
log B-spline,"spot, knots=20",0.200000,0.0057735505,0.0054283566,0.0059939952,0.0360327240
direct B-spline,"spot, knots=28",0.200000,0.0064201743,0.0057116099,0.0077987996,0.0520528461
log B-spline,"spot, knots=28",0.200000,0.0050063420,0.0046594919,0.0079706705,0.0520569359
direct natural cubic,"spot, knots=6",0.200000,5.0845734920,5.0415354726,0.0681882668,0.2128212967
log natural cubic,"spot, knots=6",0.200000,0.5931942885,0.5896361492,1.4520108844,5.2407536722
direct natural cubic,"spot, knots=10",0.200000,1.8431051131,1.7178409542,0.0091334290,0.0280148310
log natural cubic,"spot, knots=10",0.200000,0.2690077693,0.2663472105,0.1990403838,0.7239804571
direct natural cubic,"spot, knots=14",0.200000,0.5910862673,0.5858156528,0.0069124601,0.0319342176
log natural cubic,"spot, knots=14",0.200000,0.1536197540,0.1515050338,0.0306032567,0.1146680439
direct natural cubic,"spot, knots=18",0.200000,0.2560940474,0.2526847738,0.0064038959,0.0275221553
log natural cubic,"spot, knots=18",0.200000,0.0959986077,0.0944205795,0.0084534533,0.0302758655
direct PCHIP,spot,0.200000,0.0137753846,0.0094144053,0.0135898141,0.1022920548
log PCHIP,spot,0.200000,0.0137483481,0.0093195466,0.0136038598,0.1023036365
direct LOESS,"spot, frac=0.14",0.200000,0.0126447992,0.0107562947,0.0062864098,0.0378570538
log LOESS,"spot, frac=0.14",0.200000,0.0050596092,0.0047579293,0.0062887242,0.0408775074
direct LOESS,"spot, frac=0.22",0.200000,0.1386278965,0.1068743589,0.0057639400,0.0225906205
log LOESS,"spot, frac=0.22",0.200000,0.0056762214,0.0053215274,0.0116494451,0.1530252011
direct LOESS,"spot, frac=0.35",0.200000,2.0918209378,1.4564426247,0.0121564507,0.0340945381
log LOESS,"spot, frac=0.35",0.200000,0.0129819661,0.0127390713,0.0667692679,0.8136410181
direct polynomial,"d1, degree=5",0.400000,23.1265354198,23.0124355807,0.1740332416,0.6094696618
log polynomial,"d1, degree=5",0.400000,0.0043983017,0.0028965293,0.0297279218,0.3235190141
direct polynomial,"d1, degree=7",0.400000,9.3492863249,3.7425266015,0.0400401877,0.1141249253
log polynomial,"d1, degree=7",0.400000,0.0018293486,0.0018255730,0.0043731552,0.0679606759
direct polynomial,"d1, degree=9",0.400000,0.7311376690,0.6964615323,0.0090940796,0.0680351044
log polynomial,"d1, degree=9",0.400000,0.0018204330,0.0018157118,0.0030924218,0.0408099514
direct polynomial,"d1, degree=11",0.400000,0.2938643206,0.2056754215,0.0059613624,0.0563448116
log polynomial,"d1, degree=11",0.400000,0.0023341967,0.0023224913,0.0100823107,0.1442122217
direct Chebyshev,"d1, degree=5",0.400000,23.1265358866,23.0124360232,0.1740332418,0.6094696884
log Chebyshev,"d1, degree=5",0.400000,0.0043982993,0.0028965271,0.0297279231,0.3235188363
direct Chebyshev,"d1, degree=7",0.400000,9.3492882497,3.7425280084,0.0400401885,0.1141248901
log Chebyshev,"d1, degree=7",0.400000,0.0018293479,0.0018255723,0.0043731603,0.0679609484
direct Chebyshev,"d1, degree=9",0.400000,0.7311386468,0.6964624145,0.0090940796,0.0680351404
log Chebyshev,"d1, degree=9",0.400000,0.0018204324,0.0018157113,0.0030924256,0.0408101537
direct Chebyshev,"d1, degree=11",0.400000,0.2938665375,0.2056761338,0.0059613620,0.0563448506
log Chebyshev,"d1, degree=11",0.400000,0.0023341963,0.0023224908,0.0100823151,0.1442125293
direct Chebyshev,"d1, degree=13",0.400000,0.3463094772,0.2963564885,0.0066165535,0.0484493918
log Chebyshev,"d1, degree=13",0.400000,0.0026948976,0.0026776098,0.0087338335,0.0509472318
direct Chebyshev,"d1, degree=15",0.400000,0.2604721762,0.2272134938,0.0064630936,0.0494134538
log Chebyshev,"d1, degree=15",0.400000,0.0037692163,0.0037186291,0.0072487018,0.0632405863
direct Chebyshev,"d1, degree=18",0.400000,0.4878342834,0.4062070544,0.0072637760,0.0481838782
log Chebyshev,"d1, degree=18",0.400000,0.0044677813,0.0044058168,0.0066506630,0.0554453616
direct Chebyshev,"d1, degree=22",0.400000,0.2699263380,0.2066954480,0.0072221256,0.0465048091
log Chebyshev,"d1, degree=22",0.400000,0.0044054066,0.0043243321,0.0099713760,0.1489805266
log cosine Fourier,"d1, order=3",0.400000,63.9025782598,59.8989518500,16.5243642993,73.3780397633
log full Fourier,"d1, order=3",0.400000,17.7205790874,8.6097370563,14.2938553504,101.1465635942
log cosine Fourier,"d1, order=5",0.400000,71.9496234788,67.8799588901,16.5227489928,73.4033453940
log full Fourier,"d1, order=5",0.400000,15.1900160156,4.4817966746,11.4804111223,117.8890660965
log cosine Fourier,"d1, order=7",0.400000,68.0215382194,64.3602114244,16.5224369649,73.4139535069
log full Fourier,"d1, order=7",0.400000,14.1292047328,2.5471152047,9.6044970106,125.5732466870
log cosine Fourier,"d1, order=9",0.400000,66.5800331833,62.9381894820,16.5223913897,73.4197492464
log full Fourier,"d1, order=9",0.400000,13.5496307774,2.0409259198,8.2806645617,129.1212539941
log cosine Fourier,"d1, order=11",0.400000,68.4831347681,64.8396834828,16.5223543517,73.4234623910
log full Fourier,"d1, order=11",0.400000,13.1783163203,1.9805066631,7.2751199688,130.9198686956
log cosine Fourier,"d1, order=14",0.400000,68.1655478970,64.1103728936,16.5223168752,73.4266305081
log full Fourier,"d1, order=14",0.400000,12.8615046068,1.8280137289,6.1069853860,128.7224034279
log cosine Fourier,"d1, order=18",0.400000,68.2536243345,64.6246212416,16.5222930117,73.4296082232
log full Fourier,"d1, order=18",0.400000,12.5637331038,1.7261550487,5.0340687657,125.1868800154
direct B-spline,"d1, knots=6",0.400000,0.1492581698,0.1466834737,0.0075058579,0.0261701917
log B-spline,"d1, knots=6",0.400000,0.0017389796,0.0017349100,0.0042991957,0.0215147471
direct B-spline,"d1, knots=8",0.400000,0.0482310515,0.0459976425,0.0069640307,0.0492846019
log B-spline,"d1, knots=8",0.400000,0.0017789703,0.0017718289,0.0070812635,0.0640242983
direct B-spline,"d1, knots=10",0.400000,0.0268546651,0.0258763215,0.0057074476,0.0516058806
log B-spline,"d1, knots=10",0.400000,0.0041895018,0.0041384657,0.0055825411,0.0586607293
direct B-spline,"d1, knots=12",0.400000,0.0113689860,0.0109594038,0.0061956088,0.0500405914
